,Year of Birth,Gender,Ethnicity
0,2011,FEMALE,HISPANIC
1,2011,FEMALE,HISPANIC
2,2011,FEMALE,HISPANIC
3,2011,FEMALE,HISPANIC
4,2011,FEMALE,HISPANIC
5,2011,FEMALE,HISPANIC
6,2011,FEMALE,HISPANIC
7,2011,FEMALE,HISPANIC
8,2011,FEMALE,HISPANIC
9,2011,FEMALE,HISPANIC
10,2011,FEMALE,HISPANIC
11,2011,FEMALE,HISPANIC
12,2011,FEMALE,HISPANIC
13,2011,FEMALE,HISPANIC
14,2011,FEMALE,HISPANIC
15,2011,FEMALE,HISPANIC
16,2011,FEMALE,HISPANIC
17,2011,FEMALE,HISPANIC
18,2011,FEMALE,HISPANIC
19,2011,FEMALE,HISPANIC
20,2011,FEMALE,HISPANIC
21,2011,FEMALE,HISPANIC
22,2011,FEMALE,HISPANIC
23,2011,FEMALE,HISPANIC
24,2011,FEMALE,HISPANIC
25,2011,FEMALE,HISPANIC
26,2011,FEMALE,HISPANIC
27,2011,FEMALE,HISPANIC
28,2011,FEMALE,HISPANIC
29,2011,FEMALE,HISPANIC
30,2011,FEMALE,HISPANIC
31,2011,FEMALE,HISPANIC
32,2011,FEMALE,HISPANIC
33,2011,FEMALE,HISPANIC
34,2011,FEMALE,HISPANIC
35,2011,FEMALE,HISPANIC
36,2011,FEMALE,HISPANIC
37,2011,FEMALE,HISPANIC
38,2011,FEMALE,HISPANIC
39,2011,FEMALE,HISPANIC
40,2011,FEMALE,HISPANIC
41,2011,FEMALE,HISPANIC
42,2011,FEMALE,HISPANIC
43,2011,FEMALE,HISPANIC
44,2011,FEMALE,HISPANIC
45,2011,FEMALE,HISPANIC
46,2011,FEMALE,HISPANIC
47,2011,FEMALE,HISPANIC
48,2011,FEMALE,HISPANIC
49,2011,FEMALE,HISPANIC
50,2011,FEMALE,HISPANIC
51,2011,FEMALE,HISPANIC
52,2011,FEMALE,HISPANIC
53,2011,FEMALE,HISPANIC
54,2011,FEMALE,HISPANIC
55,2011,FEMALE,HISPANIC
56,2011,FEMALE,HISPANIC
57,2011,FEMALE,HISPANIC
58,2011,FEMALE,HISPANIC
59,2011,FEMALE,HISPANIC
60,2011,FEMALE,HISPANIC
61,2011,FEMALE,HISPANIC
62,2011,FEMALE,HISPANIC
63,2011,FEMALE,HISPANIC
64,2011,FEMALE,HISPANIC
65,2011,FEMALE,HISPANIC
66,2011,FEMALE,HISPANIC
67,2011,FEMALE,HISPANIC
68,2011,FEMALE,HISPANIC
69,2011,FEMALE,HISPANIC
70,2011,FEMALE,HISPANIC
71,2011,FEMALE,HISPANIC
72,2011,FEMALE,HISPANIC
73,2011,FEMALE,HISPANIC
74,2011,FEMALE,HISPANIC
75,2011,FEMALE,HISPANIC
76,2011,FEMALE,HISPANIC
77,2011,FEMALE,HISPANIC
78,2011,FEMALE,HISPANIC
79,2011,FEMALE,HISPANIC
80,2011,FEMALE,HISPANIC
81,2011,FEMALE,HISPANIC
82,2011,FEMALE,HISPANIC
83,2011,FEMALE,HISPANIC
84,2011,FEMALE,HISPANIC
85,2011,FEMALE,HISPANIC
86,2011,FEMALE,HISPANIC
87,2011,FEMALE,HISPANIC
88,2011,FEMALE,HISPANIC
89,2011,FEMALE,HISPANIC
90,2011,FEMALE,HISPANIC
91,2011,FEMALE,HISPANIC
92,2011,FEMALE,HISPANIC
93,2011,FEMALE,HISPANIC
94,2011,FEMALE,HISPANIC
95,2011,FEMALE,HISPANIC
96,2011,FEMALE,HISPANIC
97,2011,FEMALE,HISPANIC
98,2011,FEMALE,HISPANIC
99,2011,FEMALE,HISPANIC
100,2011,FEMALE,HISPANIC
101,2011,FEMALE,HISPANIC
102,2011,FEMALE,HISPANIC
103,2011,FEMALE,HISPANIC
104,2011,FEMALE,HISPANIC
105,2011,FEMALE,HISPANIC
106,2011,FEMALE,HISPANIC
107,2011,FEMALE,HISPANIC
108,2011,FEMALE,HISPANIC
109,2011,FEMALE,HISPANIC
110,2011,FEMALE,HISPANIC
111,2011,FEMALE,HISPANIC
112,2011,FEMALE,HISPANIC
113,2011,FEMALE,HISPANIC
114,2011,FEMALE,HISPANIC
115,2011,FEMALE,HISPANIC
116,2011,FEMALE,HISPANIC
117,2011,FEMALE,HISPANIC
118,2011,FEMALE,HISPANIC
119,2011,FEMALE,HISPANIC
120,2011,FEMALE,HISPANIC
121,2011,FEMALE,HISPANIC
122,2011,FEMALE,HISPANIC
123,2011,FEMALE,HISPANIC
124,2011,FEMALE,HISPANIC
125,2011,FEMALE,HISPANIC
126,2011,FEMALE,HISPANIC
127,2011,FEMALE,HISPANIC
128,2011,FEMALE,HISPANIC
129,2011,FEMALE,HISPANIC
130,2011,FEMALE,HISPANIC
131,2011,FEMALE,HISPANIC
132,2011,FEMALE,HISPANIC
133,2011,FEMALE,HISPANIC
134,2011,FEMALE,HISPANIC
135,2011,FEMALE,HISPANIC
136,2011,FEMALE,HISPANIC
137,2011,FEMALE,HISPANIC
138,2011,FEMALE,HISPANIC
139,2011,FEMALE,HISPANIC
140,2011,FEMALE,HISPANIC
141,2011,FEMALE,HISPANIC
142,2011,FEMALE,HISPANIC
143,2011,FEMALE,HISPANIC
144,2011,FEMALE,HISPANIC
145,2011,FEMALE,HISPANIC
146,2011,FEMALE,HISPANIC
147,2011,FEMALE,HISPANIC
148,2011,FEMALE,HISPANIC
149,2011,FEMALE,HISPANIC
150,2011,FEMALE,HISPANIC
151,2011,FEMALE,HISPANIC
152,2011,FEMALE,HISPANIC
153,2011,FEMALE,HISPANIC
154,2011,FEMALE,HISPANIC
155,2011,FEMALE,HISPANIC
156,2011,FEMALE,HISPANIC
157,2011,FEMALE,HISPANIC
158,2011,FEMALE,HISPANIC
159,2011,FEMALE,HISPANIC
160,2011,FEMALE,HISPANIC
161,2011,FEMALE,HISPANIC
162,2011,FEMALE,HISPANIC
163,2011,FEMALE,HISPANIC
164,2011,FEMALE,HISPANIC
165,2011,FEMALE,HISPANIC
166,2011,FEMALE,HISPANIC
167,2011,FEMALE,HISPANIC
168,2011,FEMALE,HISPANIC
169,2011,FEMALE,HISPANIC
170,2011,FEMALE,HISPANIC
171,2011,FEMALE,HISPANIC
172,2011,FEMALE,HISPANIC
173,2011,FEMALE,HISPANIC
174,2011,FEMALE,HISPANIC
175,2011,FEMALE,HISPANIC
176,2011,FEMALE,HISPANIC
177,2011,FEMALE,HISPANIC
178,2011,FEMALE,HISPANIC
179,2011,FEMALE,HISPANIC
180,2011,FEMALE,HISPANIC
181,2011,FEMALE,HISPANIC
182,2011,FEMALE,HISPANIC
183,2011,FEMALE,HISPANIC
184,2011,FEMALE,HISPANIC
185,2011,FEMALE,HISPANIC
186,2011,FEMALE,HISPANIC
187,2011,FEMALE,HISPANIC
188,2011,FEMALE,HISPANIC
189,2011,FEMALE,HISPANIC
190,2011,FEMALE,HISPANIC
191,2011,FEMALE,HISPANIC
192,2011,FEMALE,HISPANIC
193,2011,FEMALE,HISPANIC
194,2011,FEMALE,HISPANIC
195,2011,FEMALE,HISPANIC
196,2011,FEMALE,HISPANIC
197,2011,FEMALE,HISPANIC
198,2011,FEMALE,HISPANIC
199,2011,FEMALE,HISPANIC
200,2011,FEMALE,HISPANIC
201,2011,FEMALE,HISPANIC
202,2011,FEMALE,HISPANIC
203,2011,FEMALE,HISPANIC
204,2011,FEMALE,HISPANIC
205,2011,FEMALE,HISPANIC
206,2011,FEMALE,WHITE NON HISPANIC
207,2011,FEMALE,WHITE NON HISPANIC
208,2011,FEMALE,WHITE NON HISPANIC
209,2011,FEMALE,WHITE NON HISPANIC
210,2011,FEMALE,WHITE NON HISPANIC
211,2011,FEMALE,WHITE NON HISPANIC
212,2011,FEMALE,WHITE NON HISPANIC
213,2011,FEMALE,WHITE NON HISPANIC
214,2011,FEMALE,WHITE NON HISPANIC
215,2011,FEMALE,WHITE NON HISPANIC
216,2011,FEMALE,WHITE NON HISPANIC
217,2011,FEMALE,WHITE NON HISPANIC
218,2011,FEMALE,WHITE NON HISPANIC
219,2011,FEMALE,WHITE NON HISPANIC
220,2011,FEMALE,WHITE NON HISPANIC
221,2011,FEMALE,WHITE NON HISPANIC
222,2011,FEMALE,WHITE NON HISPANIC
223,2011,FEMALE,WHITE NON HISPANIC
224,2011,FEMALE,WHITE NON HISPANIC
225,2011,FEMALE,WHITE NON HISPANIC
226,2011,FEMALE,WHITE NON HISPANIC
227,2011,FEMALE,WHITE NON HISPANIC
228,2011,FEMALE,WHITE NON HISPANIC
229,2011,FEMALE,WHITE NON HISPANIC
230,2011,FEMALE,WHITE NON HISPANIC
231,2011,FEMALE,WHITE NON HISPANIC
232,2011,FEMALE,WHITE NON HISPANIC
233,2011,FEMALE,WHITE NON HISPANIC
234,2011,FEMALE,WHITE NON HISPANIC
235,2011,FEMALE,WHITE NON HISPANIC
236,2011,FEMALE,WHITE NON HISPANIC
237,2011,FEMALE,WHITE NON HISPANIC
238,2011,FEMALE,WHITE NON HISPANIC
239,2011,FEMALE,WHITE NON HISPANIC
240,2011,FEMALE,WHITE NON HISPANIC
241,2011,FEMALE,WHITE NON HISPANIC
242,2011,FEMALE,WHITE NON HISPANIC
243,2011,FEMALE,WHITE NON HISPANIC
244,2011,FEMALE,WHITE NON HISPANIC
245,2011,FEMALE,WHITE NON HISPANIC
246,2011,FEMALE,WHITE NON HISPANIC
247,2011,FEMALE,WHITE NON HISPANIC
248,2011,FEMALE,WHITE NON HISPANIC
249,2011,FEMALE,WHITE NON HISPANIC
250,2011,FEMALE,WHITE NON HISPANIC
251,2011,FEMALE,WHITE NON HISPANIC
252,2011,FEMALE,WHITE NON HISPANIC
253,2011,FEMALE,WHITE NON HISPANIC
254,2011,FEMALE,WHITE NON HISPANIC
255,2011,FEMALE,WHITE NON HISPANIC
256,2011,FEMALE,WHITE NON HISPANIC
257,2011,FEMALE,WHITE NON HISPANIC
258,2011,FEMALE,WHITE NON HISPANIC
259,2011,FEMALE,WHITE NON HISPANIC
260,2011,FEMALE,WHITE NON HISPANIC
261,2011,FEMALE,WHITE NON HISPANIC
262,2011,FEMALE,WHITE NON HISPANIC
263,2011,FEMALE,WHITE NON HISPANIC
264,2011,FEMALE,WHITE NON HISPANIC
265,2011,FEMALE,WHITE NON HISPANIC
266,2011,FEMALE,WHITE NON HISPANIC
267,2011,FEMALE,WHITE NON HISPANIC
268,2011,FEMALE,WHITE NON HISPANIC
269,2011,FEMALE,WHITE NON HISPANIC
270,2011,FEMALE,WHITE NON HISPANIC
271,2011,FEMALE,WHITE NON HISPANIC
272,2011,FEMALE,WHITE NON HISPANIC
273,2011,FEMALE,WHITE NON HISPANIC
274,2011,FEMALE,WHITE NON HISPANIC
275,2011,FEMALE,WHITE NON HISPANIC
276,2011,FEMALE,WHITE NON HISPANIC
277,2011,FEMALE,WHITE NON HISPANIC
278,2011,FEMALE,WHITE NON HISPANIC
279,2011,FEMALE,WHITE NON HISPANIC
280,2011,FEMALE,WHITE NON HISPANIC
281,2011,FEMALE,WHITE NON HISPANIC
282,2011,FEMALE,WHITE NON HISPANIC
283,2011,FEMALE,WHITE NON HISPANIC
284,2011,FEMALE,WHITE NON HISPANIC
285,2011,FEMALE,WHITE NON HISPANIC
286,2011,FEMALE,WHITE NON HISPANIC
287,2011,FEMALE,WHITE NON HISPANIC
288,2011,FEMALE,WHITE NON HISPANIC
289,2011,FEMALE,WHITE NON HISPANIC
290,2011,FEMALE,WHITE NON HISPANIC
291,2011,FEMALE,WHITE NON HISPANIC
292,2011,FEMALE,WHITE NON HISPANIC
293,2011,FEMALE,WHITE NON HISPANIC
294,2011,FEMALE,WHITE NON HISPANIC
295,2011,FEMALE,WHITE NON HISPANIC
296,2011,FEMALE,WHITE NON HISPANIC
297,2011,FEMALE,WHITE NON HISPANIC
298,2011,FEMALE,WHITE NON HISPANIC
299,2011,FEMALE,WHITE NON HISPANIC
300,2011,FEMALE,WHITE NON HISPANIC
301,2011,FEMALE,WHITE NON HISPANIC
302,2011,FEMALE,WHITE NON HISPANIC
303,2011,FEMALE,WHITE NON HISPANIC
304,2011,FEMALE,WHITE NON HISPANIC
305,2011,FEMALE,WHITE NON HISPANIC
306,2011,FEMALE,WHITE NON HISPANIC
307,2011,FEMALE,WHITE NON HISPANIC
308,2011,FEMALE,WHITE NON HISPANIC
309,2011,FEMALE,WHITE NON HISPANIC
310,2011,FEMALE,WHITE NON HISPANIC
311,2011,FEMALE,WHITE NON HISPANIC
312,2011,FEMALE,WHITE NON HISPANIC
313,2011,FEMALE,WHITE NON HISPANIC
314,2011,FEMALE,WHITE NON HISPANIC
315,2011,FEMALE,WHITE NON HISPANIC
316,2011,FEMALE,WHITE NON HISPANIC
317,2011,FEMALE,WHITE NON HISPANIC
318,2011,FEMALE,WHITE NON HISPANIC
319,2011,FEMALE,WHITE NON HISPANIC
320,2011,FEMALE,WHITE NON HISPANIC
321,2011,FEMALE,WHITE NON HISPANIC
322,2011,FEMALE,WHITE NON HISPANIC
323,2011,FEMALE,WHITE NON HISPANIC
324,2011,FEMALE,WHITE NON HISPANIC
325,2011,FEMALE,WHITE NON HISPANIC
326,2011,FEMALE,WHITE NON HISPANIC
327,2011,FEMALE,WHITE NON HISPANIC
328,2011,FEMALE,WHITE NON HISPANIC
329,2011,FEMALE,WHITE NON HISPANIC
330,2011,FEMALE,WHITE NON HISPANIC
331,2011,FEMALE,WHITE NON HISPANIC
332,2011,FEMALE,WHITE NON HISPANIC
333,2011,FEMALE,WHITE NON HISPANIC
334,2011,FEMALE,WHITE NON HISPANIC
335,2011,FEMALE,WHITE NON HISPANIC
336,2011,FEMALE,WHITE NON HISPANIC
337,2011,FEMALE,WHITE NON HISPANIC
338,2011,FEMALE,WHITE NON HISPANIC
339,2011,FEMALE,WHITE NON HISPANIC
340,2011,FEMALE,WHITE NON HISPANIC
341,2011,FEMALE,WHITE NON HISPANIC
342,2011,FEMALE,WHITE NON HISPANIC
343,2011,FEMALE,WHITE NON HISPANIC
344,2011,FEMALE,WHITE NON HISPANIC
345,2011,FEMALE,WHITE NON HISPANIC
346,2011,FEMALE,WHITE NON HISPANIC
347,2011,FEMALE,WHITE NON HISPANIC
348,2011,FEMALE,WHITE NON HISPANIC
349,2011,FEMALE,WHITE NON HISPANIC
350,2011,FEMALE,WHITE NON HISPANIC
351,2011,FEMALE,WHITE NON HISPANIC
352,2011,FEMALE,WHITE NON HISPANIC
353,2011,FEMALE,WHITE NON HISPANIC
354,2011,FEMALE,WHITE NON HISPANIC
355,2011,FEMALE,WHITE NON HISPANIC
356,2011,FEMALE,WHITE NON HISPANIC
357,2011,FEMALE,WHITE NON HISPANIC
358,2011,FEMALE,WHITE NON HISPANIC
359,2011,FEMALE,WHITE NON HISPANIC
360,2011,FEMALE,WHITE NON HISPANIC
361,2011,FEMALE,WHITE NON HISPANIC
362,2011,FEMALE,WHITE NON HISPANIC
363,2011,FEMALE,WHITE NON HISPANIC
364,2011,FEMALE,WHITE NON HISPANIC
365,2011,FEMALE,WHITE NON HISPANIC
366,2011,FEMALE,WHITE NON HISPANIC
367,2011,FEMALE,WHITE NON HISPANIC
368,2011,FEMALE,WHITE NON HISPANIC
369,2011,FEMALE,WHITE NON HISPANIC
370,2011,FEMALE,WHITE NON HISPANIC
371,2011,FEMALE,WHITE NON HISPANIC
372,2011,FEMALE,WHITE NON HISPANIC
373,2011,FEMALE,WHITE NON HISPANIC
374,2011,FEMALE,WHITE NON HISPANIC
375,2011,FEMALE,WHITE NON HISPANIC
376,2011,FEMALE,WHITE NON HISPANIC
377,2011,FEMALE,WHITE NON HISPANIC
378,2011,FEMALE,WHITE NON HISPANIC
379,2011,FEMALE,WHITE NON HISPANIC
380,2011,FEMALE,WHITE NON HISPANIC
381,2011,FEMALE,WHITE NON HISPANIC
382,2011,FEMALE,WHITE NON HISPANIC
383,2011,FEMALE,WHITE NON HISPANIC
384,2011,FEMALE,HISPANIC
385,2011,FEMALE,WHITE NON HISPANIC
386,2011,FEMALE,WHITE NON HISPANIC
387,2011,FEMALE,WHITE NON HISPANIC
388,2011,FEMALE,WHITE NON HISPANIC
389,2011,FEMALE,WHITE NON HISPANIC
390,2011,FEMALE,WHITE NON HISPANIC
391,2011,FEMALE,WHITE NON HISPANIC
392,2011,FEMALE,WHITE NON HISPANIC
393,2011,FEMALE,WHITE NON HISPANIC
394,2011,FEMALE,WHITE NON HISPANIC
395,2011,FEMALE,WHITE NON HISPANIC
396,2011,FEMALE,WHITE NON HISPANIC
397,2011,FEMALE,WHITE NON HISPANIC
398,2011,FEMALE,WHITE NON HISPANIC
399,2011,FEMALE,WHITE NON HISPANIC
400,2011,FEMALE,WHITE NON HISPANIC
401,2011,FEMALE,WHITE NON HISPANIC
402,2011,FEMALE,WHITE NON HISPANIC
403,2011,FEMALE,WHITE NON HISPANIC
404,2011,FEMALE,WHITE NON HISPANIC
405,2011,FEMALE,WHITE NON HISPANIC
406,2011,FEMALE,WHITE NON HISPANIC
407,2011,FEMALE,WHITE NON HISPANIC
408,2011,FEMALE,WHITE NON HISPANIC
409,2011,FEMALE,WHITE NON HISPANIC
410,2011,FEMALE,WHITE NON HISPANIC
411,2011,FEMALE,WHITE NON HISPANIC
412,2011,FEMALE,WHITE NON HISPANIC
413,2011,FEMALE,WHITE NON HISPANIC
414,2011,FEMALE,WHITE NON HISPANIC
415,2011,FEMALE,WHITE NON HISPANIC
416,2011,FEMALE,WHITE NON HISPANIC
417,2011,FEMALE,WHITE NON HISPANIC
418,2011,FEMALE,WHITE NON HISPANIC
419,2011,FEMALE,WHITE NON HISPANIC
420,2011,FEMALE,WHITE NON HISPANIC
421,2011,FEMALE,WHITE NON HISPANIC
422,2011,FEMALE,WHITE NON HISPANIC
423,2011,FEMALE,WHITE NON HISPANIC
424,2011,FEMALE,WHITE NON HISPANIC
425,2011,FEMALE,WHITE NON HISPANIC
426,2011,FEMALE,WHITE NON HISPANIC
427,2011,FEMALE,WHITE NON HISPANIC
428,2011,FEMALE,WHITE NON HISPANIC
429,2011,FEMALE,WHITE NON HISPANIC
430,2011,FEMALE,WHITE NON HISPANIC
431,2011,FEMALE,WHITE NON HISPANIC
432,2011,FEMALE,WHITE NON HISPANIC
433,2011,FEMALE,WHITE NON HISPANIC
434,2011,FEMALE,WHITE NON HISPANIC
435,2011,FEMALE,WHITE NON HISPANIC
436,2011,FEMALE,WHITE NON HISPANIC
437,2011,FEMALE,WHITE NON HISPANIC
438,2011,FEMALE,WHITE NON HISPANIC
439,2011,FEMALE,WHITE NON HISPANIC
440,2011,FEMALE,WHITE NON HISPANIC
441,2011,FEMALE,WHITE NON HISPANIC
442,2011,FEMALE,WHITE NON HISPANIC
443,2011,FEMALE,WHITE NON HISPANIC
444,2011,FEMALE,WHITE NON HISPANIC
445,2011,FEMALE,WHITE NON HISPANIC
446,2011,FEMALE,WHITE NON HISPANIC
447,2011,FEMALE,WHITE NON HISPANIC
448,2011,FEMALE,WHITE NON HISPANIC
449,2011,FEMALE,WHITE NON HISPANIC
450,2011,FEMALE,WHITE NON HISPANIC
451,2011,FEMALE,WHITE NON HISPANIC
452,2011,FEMALE,WHITE NON HISPANIC
453,2011,FEMALE,WHITE NON HISPANIC
454,2011,FEMALE,WHITE NON HISPANIC
455,2011,FEMALE,WHITE NON HISPANIC
456,2011,FEMALE,WHITE NON HISPANIC
457,2011,FEMALE,WHITE NON HISPANIC
458,2011,FEMALE,WHITE NON HISPANIC
459,2011,FEMALE,WHITE NON HISPANIC
460,2011,FEMALE,WHITE NON HISPANIC
461,2011,FEMALE,WHITE NON HISPANIC
462,2011,FEMALE,WHITE NON HISPANIC
463,2011,FEMALE,WHITE NON HISPANIC
464,2011,FEMALE,WHITE NON HISPANIC
465,2011,FEMALE,WHITE NON HISPANIC
466,2011,FEMALE,WHITE NON HISPANIC
467,2011,FEMALE,WHITE NON HISPANIC
468,2011,FEMALE,WHITE NON HISPANIC
469,2011,FEMALE,WHITE NON HISPANIC
470,2011,FEMALE,WHITE NON HISPANIC
471,2011,FEMALE,WHITE NON HISPANIC
472,2011,FEMALE,WHITE NON HISPANIC
473,2011,FEMALE,WHITE NON HISPANIC
474,2011,FEMALE,WHITE NON HISPANIC
475,2011,FEMALE,WHITE NON HISPANIC
476,2011,FEMALE,WHITE NON HISPANIC
477,2011,FEMALE,WHITE NON HISPANIC
478,2011,FEMALE,WHITE NON HISPANIC
479,2011,FEMALE,WHITE NON HISPANIC
480,2011,FEMALE,WHITE NON HISPANIC
481,2011,FEMALE,WHITE NON HISPANIC
482,2011,FEMALE,WHITE NON HISPANIC
483,2011,FEMALE,WHITE NON HISPANIC
484,2011,FEMALE,WHITE NON HISPANIC
485,2011,FEMALE,WHITE NON HISPANIC
486,2011,FEMALE,WHITE NON HISPANIC
487,2011,FEMALE,WHITE NON HISPANIC
488,2011,FEMALE,WHITE NON HISPANIC
489,2011,FEMALE,WHITE NON HISPANIC
490,2011,FEMALE,WHITE NON HISPANIC
491,2011,FEMALE,WHITE NON HISPANIC
492,2011,FEMALE,WHITE NON HISPANIC
493,2011,FEMALE,WHITE NON HISPANIC
494,2011,FEMALE,WHITE NON HISPANIC
495,2011,FEMALE,WHITE NON HISPANIC
496,2011,FEMALE,WHITE NON HISPANIC
497,2011,FEMALE,WHITE NON HISPANIC
498,2011,FEMALE,WHITE NON HISPANIC
499,2011,FEMALE,WHITE NON HISPANIC
500,2011,FEMALE,WHITE NON HISPANIC
501,2011,FEMALE,WHITE NON HISPANIC
502,2011,FEMALE,WHITE NON HISPANIC
503,2011,FEMALE,WHITE NON HISPANIC
504,2011,FEMALE,WHITE NON HISPANIC
505,2011,FEMALE,WHITE NON HISPANIC
506,2011,FEMALE,WHITE NON HISPANIC
507,2011,FEMALE,WHITE NON HISPANIC
508,2011,FEMALE,WHITE NON HISPANIC
509,2011,FEMALE,WHITE NON HISPANIC
510,2011,FEMALE,WHITE NON HISPANIC
511,2011,FEMALE,WHITE NON HISPANIC
512,2011,FEMALE,WHITE NON HISPANIC
513,2011,FEMALE,WHITE NON HISPANIC
514,2011,FEMALE,WHITE NON HISPANIC
515,2011,FEMALE,WHITE NON HISPANIC
516,2011,FEMALE,WHITE NON HISPANIC
517,2011,FEMALE,WHITE NON HISPANIC
518,2011,FEMALE,WHITE NON HISPANIC
519,2011,FEMALE,WHITE NON HISPANIC
520,2011,FEMALE,WHITE NON HISPANIC
521,2011,FEMALE,WHITE NON HISPANIC
522,2011,FEMALE,WHITE NON HISPANIC
523,2011,FEMALE,WHITE NON HISPANIC
524,2011,FEMALE,WHITE NON HISPANIC
525,2011,FEMALE,WHITE NON HISPANIC
526,2011,FEMALE,WHITE NON HISPANIC
527,2011,FEMALE,WHITE NON HISPANIC
528,2011,FEMALE,WHITE NON HISPANIC
529,2011,FEMALE,WHITE NON HISPANIC
530,2011,FEMALE,WHITE NON HISPANIC
531,2011,FEMALE,WHITE NON HISPANIC
532,2011,FEMALE,WHITE NON HISPANIC
533,2011,FEMALE,WHITE NON HISPANIC
534,2011,FEMALE,WHITE NON HISPANIC
535,2011,FEMALE,WHITE NON HISPANIC
536,2011,FEMALE,WHITE NON HISPANIC
537,2011,FEMALE,WHITE NON HISPANIC
538,2011,FEMALE,WHITE NON HISPANIC
539,2011,FEMALE,WHITE NON HISPANIC
540,2011,FEMALE,WHITE NON HISPANIC
541,2011,FEMALE,WHITE NON HISPANIC
542,2011,FEMALE,WHITE NON HISPANIC
543,2011,FEMALE,WHITE NON HISPANIC
544,2011,FEMALE,WHITE NON HISPANIC
545,2011,MALE,ASIAN AND PACIFIC ISLANDER
546,2011,MALE,ASIAN AND PACIFIC ISLANDER
547,2011,MALE,ASIAN AND PACIFIC ISLANDER
548,2011,MALE,ASIAN AND PACIFIC ISLANDER
549,2011,MALE,ASIAN AND PACIFIC ISLANDER
550,2011,MALE,ASIAN AND PACIFIC ISLANDER
551,2011,MALE,ASIAN AND PACIFIC ISLANDER
552,2011,MALE,ASIAN AND PACIFIC ISLANDER
553,2011,MALE,ASIAN AND PACIFIC ISLANDER
554,2011,MALE,ASIAN AND PACIFIC ISLANDER
555,2011,MALE,ASIAN AND PACIFIC ISLANDER
556,2011,MALE,ASIAN AND PACIFIC ISLANDER
557,2011,MALE,ASIAN AND PACIFIC ISLANDER
558,2011,MALE,ASIAN AND PACIFIC ISLANDER
559,2011,MALE,ASIAN AND PACIFIC ISLANDER
560,2011,MALE,ASIAN AND PACIFIC ISLANDER
561,2011,MALE,ASIAN AND PACIFIC ISLANDER
562,2011,MALE,ASIAN AND PACIFIC ISLANDER
563,2011,MALE,ASIAN AND PACIFIC ISLANDER
564,2011,MALE,ASIAN AND PACIFIC ISLANDER
565,2011,MALE,ASIAN AND PACIFIC ISLANDER
566,2011,MALE,ASIAN AND PACIFIC ISLANDER
567,2011,MALE,ASIAN AND PACIFIC ISLANDER
568,2011,MALE,ASIAN AND PACIFIC ISLANDER
569,2011,MALE,ASIAN AND PACIFIC ISLANDER
570,2011,MALE,ASIAN AND PACIFIC ISLANDER
571,2011,MALE,ASIAN AND PACIFIC ISLANDER
572,2011,MALE,ASIAN AND PACIFIC ISLANDER
573,2011,MALE,ASIAN AND PACIFIC ISLANDER
574,2011,MALE,ASIAN AND PACIFIC ISLANDER
575,2011,MALE,ASIAN AND PACIFIC ISLANDER
576,2011,MALE,ASIAN AND PACIFIC ISLANDER
577,2011,MALE,ASIAN AND PACIFIC ISLANDER
578,2011,MALE,ASIAN AND PACIFIC ISLANDER
579,2011,MALE,ASIAN AND PACIFIC ISLANDER
580,2011,MALE,ASIAN AND PACIFIC ISLANDER
581,2011,MALE,ASIAN AND PACIFIC ISLANDER
582,2011,MALE,ASIAN AND PACIFIC ISLANDER
583,2011,MALE,ASIAN AND PACIFIC ISLANDER
584,2011,MALE,ASIAN AND PACIFIC ISLANDER
585,2011,MALE,ASIAN AND PACIFIC ISLANDER
586,2011,MALE,ASIAN AND PACIFIC ISLANDER
587,2011,MALE,ASIAN AND PACIFIC ISLANDER
588,2011,MALE,ASIAN AND PACIFIC ISLANDER
589,2011,MALE,ASIAN AND PACIFIC ISLANDER
590,2011,MALE,ASIAN AND PACIFIC ISLANDER
591,2011,MALE,ASIAN AND PACIFIC ISLANDER
592,2011,MALE,ASIAN AND PACIFIC ISLANDER
593,2011,MALE,ASIAN AND PACIFIC ISLANDER
594,2011,MALE,ASIAN AND PACIFIC ISLANDER
595,2011,MALE,ASIAN AND PACIFIC ISLANDER
596,2011,MALE,ASIAN AND PACIFIC ISLANDER
597,2011,MALE,ASIAN AND PACIFIC ISLANDER
598,2011,MALE,ASIAN AND PACIFIC ISLANDER
599,2011,MALE,ASIAN AND PACIFIC ISLANDER
600,2011,MALE,ASIAN AND PACIFIC ISLANDER
601,2011,MALE,ASIAN AND PACIFIC ISLANDER
602,2011,MALE,ASIAN AND PACIFIC ISLANDER
603,2011,MALE,ASIAN AND PACIFIC ISLANDER
604,2011,MALE,ASIAN AND PACIFIC ISLANDER
605,2011,MALE,ASIAN AND PACIFIC ISLANDER
606,2011,MALE,ASIAN AND PACIFIC ISLANDER
607,2011,MALE,ASIAN AND PACIFIC ISLANDER
608,2011,MALE,ASIAN AND PACIFIC ISLANDER
609,2011,MALE,ASIAN AND PACIFIC ISLANDER
610,2011,MALE,ASIAN AND PACIFIC ISLANDER
611,2011,MALE,ASIAN AND PACIFIC ISLANDER
612,2011,MALE,ASIAN AND PACIFIC ISLANDER
613,2011,MALE,ASIAN AND PACIFIC ISLANDER
614,2011,MALE,ASIAN AND PACIFIC ISLANDER
615,2011,MALE,ASIAN AND PACIFIC ISLANDER
616,2011,MALE,ASIAN AND PACIFIC ISLANDER
617,2011,MALE,ASIAN AND PACIFIC ISLANDER
